Почет. граж. и купцов м.,Почет. граж. и купцов ж.,Духовного звания м.,Духовного звания ж.,Мещан м.,Мещан ж.,Крестьян м.,Крестьян ж.,Военного сословия м.,Военного сословия ж.,Инородцев м.,Инородцев ж.,Поселенцев м.,Поселенцев ж.,Ссыльно-каторжных м.,17 м.,17 ж.,17-20 м.,17-20 ж.,21-30 м.,21-30 ж.,31-40 м.,31-40 ж.,41-50 м.,41-50 ж.,51-60 м.,51-60 ж.
,,,,4,2,6,4,,,,,,,,,,,,,,,4,1,,5,2,3,,1,
,,,,,,,,3,,,,,,,,,,,1,,,,2,,,,
,,,,7,,9,,2,,11,,3,,,,,,,,15,,8,,7,,2,
,,,,2,,1,,1,,1,,2,,,,,,3,,1,,1,,2,,2,
,,,,9,,8,,1,,1,,14,,,,,,,,2,,15,,10,,8,,,
,,,,,,,,2,,1,,8,,,,,,9,,2,,,,
,,,,,,,,,,,3,,,,,,,,,,,,3,,,,
,,,,13,,52,,6,,,,,,,,,,15,,58,,10,,4,,,
,,,,1,,,,,2,,,,,,,,,,,,1,,1,2,,,
,,,,9,1,48,2,1,,2,,29,4,1,,,,1,2,58,3,19,2,9,,4,
,,,,18,2,9,3,,,,,,,,,,,,21,3,5,2,1,,,,
,,,,,,1,,,,,,,,,,1,,,,1,,,,,
,,,,,,2,,,,,,,,,,1,,,,1,,2,,,,
,,,,7,,19,,7,,9,,44,2,1,,,,32,,41,2,12,,2,,,
,,,,3,,,,,,,1,2,1,,,,2,,,,,1,,1,,,
,,,,7,,2,,2,,1,,2,,1,,,,3,,3,,4,,1,,2,
2,,2,,16,1,18,3,1,,2,,2,,1,,,,21,2,16,1,12,1,1,2,,
,,,,,,3,,,,,,,,,,,,,,3,,,,,,
,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
1,,1,,33,6,130,15,2,,9,4,14,14,47,,,,31,16,97,13,89,8,20,2,,
,,,,3,,2,2,,,,2,2,,,,,,,,4,,3,2,,,,
,,,,18,,23,3,2,,9,,9,,3,,,,,,49,3,12,,3,,,,
,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,
,,,,6,,11,2,,,,3,2,,,,,,,,13,2,7,2,,,,
,,,,42,2,60,3,2,,,,,,,,,,27,1,51,3,23,,3,1,,
,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
,,,,,,2,,,,3,,,,,,,,,,,,,,5,,,,
,,,,,,5,,,,7,,,,,,,,,,,,,,6,,6,,
,,,,4,2,9,5,,,,9,1,,,,,,,,2,3,12,2,8,3,,
,,,,7,,8,,,,,,,,,,10,,5,,,,,
,,,,2,,4,2,,,,,,,,,,,,3,,3,2,,,,
,,,,,,8,2,,,,5,,,,,,,,,,2,,9,,4,,,
,,,,,,7,,,,5,,9,,,,,,,,,,3,,13,,5,,,
,,,,21,,48,4,,5,27,,69,10,11,,,,,,43,12,76,2,57,,,
,,2,,83,19,153,22,,78,3,103,20,8,,,,,,29,106,20,122,15,101,,99,
,,,,3,1,10,1,,,,15,3,,,,,,6,2,8,3,11,,3,,,,
,,,,3,1,5,2,,,,3,3,,,,,,,,4,2,7,3,1,1,,
,,,,,,26,1,,,,4,,10,2,,,,,,,,19,2,17,1,4,,,
3,,5,,318,37,693,77,26,,159,7,370,61,72,,,,160,56,641,75,511,44,260,7,106,
