Моложе 20 лет м.,Моложе 20 лет ж.,21—25 м.,21—25 ж.,26—30 м.,26—30 ж.,31—35 м.,31—35 ж.,36—40 м.,36—40 ж.,41—45 м.,41—45 ж.,46—50 м.,46—50 ж.,51—60 м.,51—60 ж.
28.46,47.99,32.86,34.77,16.83,8.59,9.12,4.21,5.62,2.32,3.42,1.21,1.90,0.57,1.79,0.34
