НАЗВАНИЕ ГОРОДОВ,Приход за 1875 год,Расход за 1875 год,"Остаток + или передержка — против годового дохода"
В Красноярске,29838—39 3/4,30090—13 3/4,— 251—74
» Енисейске,34483—9 1/2,31298—70 3/4,+ 3184—38 3/4
» Канске,10092—36 1/4,8355—1 1/2,+ 1737—34 3/4
» Ачинске,9694—26 1/2,8087—12 1/4,+ 1607—14 1/4
» Минусинске,10138—31,13297—55,— 3159—24
ИТОГО,94246—43,91128—53 1/4,+ 3117—89 3/4
