id;date_text;event_ref;context
d104;1900 г.;1900;"63 в 1899 г. ссыльным на посев хлебов, — 1 059 руб. 6 коп.; 6) % по билету за № 46 — 16 руб. 42 коп. Итого в приходе 9 382 руб. 471/2 коп., а с остатком — 9 571 руб. 67 коп. За то же время израсходовано: 1) выдано в пособие на пропитание поселенцам, подлежащим, на основании 395, 396 и 397 ст. XIV т. уст. о ссыльных, призрению в богадельне — 8 441 руб. 79 коп.; 2) уплачено врачебному отделению Енисейского губернского управления за призрение ссыльных в богадельне общественного призрения 753 руб. 51 коп.; 3) возвращено разным лицам за похороны ссыльнопоселенцев 49 руб. 71 коп.; 4) выдано на воспитание детей ссыльных 12 руб.; 5) возвращены как неправильно поступившие в экономический поселенческий капитал 95 коп.; 6) перечислено в губернский земский сбор за отправку в г. Самару для лечения от водобоязни поселенца Вахуркина 19 руб.; 7) употреблено на застрахование билета за № 46 — 3 руб. 15 коп., итого в расходе 9280 руб. 11 коп. Затем к 1 января 1901 г. осталось: а) наличными деньгами 91 руб. 56 коп.; б) один билет 5 % с выигрышами займа Дворянского земельного банка 100 руб.; в) один билет 2-го внутреннего с выигрышами займа 100 руб. Итого 291 руб. 56 коп. Ж. Пожары (Приложением к этой статье служит ведомость № 6.) В течение отчетного года было в губернии пожаров 510; более предыдущего года на 103; причиненный ими убыток простирался до 107 863 руб. 25 коп., менее предшествовавшего года на 138 756 руб. 75 коп. Жертвами пожаров большею частью были овины с хлебом и надворные постройки. IV.IV. НАРОДНОЕ ЗДРАВИЕ НАРОДНОЕ ЗДРАВИЕ И ОБЩЕСТВЕННОЕ ПРИЗРЕНИЕИ ОБЩЕСТВЕННОЕ ПРИЗРЕНИЕ А. Врачи Всех врачей по Енисейской губернии военного и гражданского ведомств в 1900 г. состояло 59 и ветеринаров 10. Распределение их по городам было следующее: в Красноярске — 17"
d105;1900 г.;1900;"64 и 3 ветеринарных, Енисейске — 5 и 3 ветеринарных, Канске — 5 и 1 ветеринарный, Ачинске — 3 и 1 ветеринарный, Минусинске — 2 и 1 ветеринарный и Туруханске — 1 врач; в уездах: Красноярском — 3 врача, Енисейском — 5, Ачинском — 5, Канском — 5, Минусинском — 7 и Усинском крае — 1 и 1 ветеринарный. Из этого числа при врачебном отделении 3; городовых 2 (в Красноярске и Енисейске ); в других городах губернии городовых врачей нет: больничных 7, училищных 2, тюремных 1, военных 3, железнодорожных 3, переселенческих 2, городских 4 по приглашению думы, участковых 24, на золотых промыслах 2 и вольнопрактикующих в городах 8, ветеринаров 10. Б. Аптеки В 1900 г. по Енисейской губернии во всех городах, кроме заштатного города Туруханска, имелось 9 аптек: из них нормальных 5 и сельских 4. Нормальные: в Красноярске 2, Енисейске , Ачинске и Минусинске по 1. Сельские : в г. Канске, с. Рыбинском Канского уезда, с. Абаканском Минусинского уезда и с. Балахтинском Ачинского уезда. Общий оборот аптек и число поступивших в них рецептов был следующий:"
d106;1899 г.;1899;"65 В. Оспопрививание Описанная в минувшем году система вознаграждения оспопрививателей по 10 коп. за каждое привитие продолжала существовать и в отчетном году; вследствие увеличения числа оспопрививателей и количество привитых детей значительно увеличилось, так, число привитых равняется уже 28 478; в 1899 г. оно достигало только до 21 634. Несмотря однако же на значительное увеличение числа привитых оспою детей, случаи заболевания натуральною оспою все-таки появлялись, но, благодаря именно усиленному привитию, не имели эпидемического характера, а ограничились теми селениями, куда заносилась болезнь вновь прибывающими новоселами. Большее число заболеваний натуральной оспою падает на Ачинский и Минусинский уезды, в первом было 135 заболеваний с 9 смертными случаями, а во втором — 280 с 16 смертными случаями. Г. Больницы и дома умалишенных Во всех городах Енисейской губернии имеют городские больницы ведомства общественного призрения , а именно: в г. Красноярске на 125, Енисейске на 45, Канске на 40, Ачинске и Минусинске на 35 кроватей каждая, а всего 280 кроватей в губернии для всего гражданского населения, равного 640 835 чел., такое количество кроватей далеко не может почитаться достаточным для губернии. Все больницы помещаются в собственных зданиях: в Красноярске — каменном, а прочие — в новых деревянных. При Красноярской больнице состоит единственный для всей губернии дом умалишенных на 20 кроватей. Но больных бывает всегда вдвое и более против положенного числа кроватей. Больные в настоящее время размещены: женщины в довольно просторном, заново отремонтированном отдельном деревянном корпусе; мужчины в отдельном двухэтажном каменном флигеле , находящемся на главном дворе богоугодных заведений (где прежде помещались женское и родовспомогательное отделения). Это помещение для психических больных мужчин тесно и мало удобно, за неимением достаточного места для гулянья больных, а также и ввиду того, что находится на меже с частным домом — что беспокойно как для"
d107;1900 г.;1900;"66 призреваемых , так и для соседей-жильцов. Прежние помещения для душевнобольных пришли в совершенную ветхость и за невозможностию их ремонтировать совершенно закрыты и надобностям больницы служить не могут. При доме умалишенных не имеется врача-психиатра, и поэтому призрение и врачевание больных не может быть вполне удовлетворительным. Общее число содержащихся в доме умалишенных в 1900 г. было 169, из них умерло 26 человек. Дело призрения душевнобольных находится в очень неудовлетворительном состоянии. В г. Красноярске и Канске имеются военные лазареты; в других же городах губернии заболевшие нижние воинские чины помещаются в больницы общественного призрения . В Красноярске, Енисейске , Ачинске и Минусинске функционировали городские амбулаторные лечебницы, обставленные весьма хорошо, и в них, кроме подачи медицинского совета, больные снабжаются бесплатно медикаментами. При Красноярской лечебнице имеется хирургический барак на 8 кроватей, очень хорошо обставленный, где оказывается помощь бедным больным бесплатно. В нем получили пособие 92 больных, которым было сделано 112 операций. Для проходящих переселенцев в г. Ачинске и ст. Ольгинской имеются больнички с постоянными кроватями и содержанием на средства специального фонда вспомогательных предприятий Сибирской железной дороги. В Туруханском крае больные пользуются бесплатным лекарством от врача так же, как и сельское население в прочих уездах губернии. В существующей при обществе врачей в г. Красноярске женской фельдшерской школе находилось 67 учениц; из которых окончили курс и получили звание фельдшериц 20. Число пользованных в городских больницах в отчетном году было следующее:"
d108;1900 г.;1900;Сельское население губернии пользовалось даровыми лекарствами из имеющихся на 15 фельдшерских пунктах сельских аптечек, а приисковые рабочие — из частных аптек золотопромышленников. Аптеки и аптекарские магазины в отчетном году были обревизованы все, и никаких злоупотреблений или нарушений правил аптекарского устава не обнаружено. Д. Эпидемии и эпизоотии В 1900 г. преобладающими заразными эпидемическими болезнями в Енисейской губернии были: грипп 4 060, коклюш 1 716, брюшной тиф 2 216, дизентерия 554, скарлатина 793, корь 238 и др . Всех больных острозаразными болезнями было 14 140 с 318 смертными случаями. Наибольшая заболеваемость означенными болезнями наблюдалась
d109;1899 г.;1899;"68 в Минусинском и Ачинском уездах, а наименьшая — в Канском и Енисейском. Во 2-м участке Канского уезда был занесен новоселами сыпной тиф, который однако же ограничился одним только селением. Больных этим тифом было всего 27 человек с 2 смертными случаями. В 3-м участке Енисейского уезда продолжал существовать оставшийся еще от прошлого 1899 г. брюшной тиф почти в течение всего года; всех больных этою болезнею в участке зарегистрировано 296 чел . с 15 смертными случаями. В отчетном году на домашних животных существовали следующие болезни: сибирская язва, оспа овец, эмфизематозный карбункул, чесотка, лишай, мокнущий лишай, сап, дифтерит и бешенство. Этими болезнями заболело в 54 пунктах с оставшимися от предыдущего года всего 1 133 головы, из них выздоровело 633, пало и убито 525. В числе заболевших животных было 259 лошадей, 368 голов крупного рогатого скота, 499 овец и 7 свиней. Е. Насильственные и случайные смерти (Приложением к этой статье служит ведомость № 7.) Смертоубийств в отчетном году в Енисейской губернии было 123, а жертвами — муж. 105 и жен . 18; самоубийц — муж. 58, жен . 11; скоропостижно умерших — муж. 107 и жен . 18; найдено мертвых тел — муж. 28, жен . 7; жертвами случайной смерти — муж. 259, жен . 24; всего же от неестественной смерти умерло 537 муж. и 84 жен . Ж. Богадельни и другие благотворительные учреждения На счет бывшего Енисейского приказа общественного призрения , кроме 5 городовых больниц, содержалось в Красноярске: а) богадельня на 20 кроватей и 29 запасных для лиц разного звания, в которой содержалось 23 муж., 8 жен ., и богадельня для инвалидов на 20 же кроватей, в которой никто не призревался и б) родовспомогательное отделение с приютом для детей, по 6 кроватей для рожениц и детей, на содержание которых вместе с Красноярскою городскою"
d110;1875 г.;1875;"69 больницею израсходовано 34 298 руб. 61 коп.; на уездные же больницы израсходовано: в Енисейске — 6271 руб. 42 коп.; Канске — 7 486 руб. 54 коп., Ачинске — 5 540 руб. 41 коп. и Минусинске — 5 586 руб. 161/2 коп. В красноярской Щеголевской богадельне, учрежденной в 1875 г., в течение отчетного года средним числом содержалось 60 чел. разного звания лиц бедных и престарелых; содержание их обошлось в 4 167 руб. 68 коп. Богадельня эта содержится на проценты с основного капитала всего 124 000 руб., пожертвованного Т. П. Щеголевой и И. С. Токаревой . В 1874 г. в Красноярске учреждено Синельниковское общество благотворителей и попечения сирот по уставу, утвержденному 24 мая 1875 г. министром внутренних дел. По уставу, утвержденному управляющим Министерством внутренних дел 7 июля 1884 г., открыто в г. Красноярске общество попечения о начальном образовании. В 1885 г. открыта городскою думою бесплатная лечебница для приходящих, помещающаяся с 1888 г. в собственном каменном доме, устроенном на пожертвованный почетным гражданином Л. П. Кузнецовым капитал. При лечебнице имеется Александровский хирургический барак. Заведения эти находятся в заведовании общества врачей. 12 февраля 1899 г. в г. Красноярске открыт общественный музей и библиотека, 14 января 1882 г. открыт при Красноярской городской управе ломбард по уставу, утвержденному г. министром внутренних дел 13 сентября 1898 г.; ломбард помещается в здании городской управы. В декабре 1898 г. открыта городскою думою общественная чайная, которая помещается на базарной площади. В г. Енисейске существует одна богадельня приблизительно на 25 чел., содержится на средства города; призреваются в ней престарелые мещане. В г. Ачинске на средства городского общества содержится богадельня и ночлежный дом; в первой призревалось до 15 чел. муж. и 10 жен., а во второй — правильной организации не имелось. В г. Канске для бедных престарелых жителей содержится на счет городских средств особый для их приюта дом. Сельских богаделен 14, именно: одна в Красноярском уезде в селе Кекурском Нахвальской волости, где отведено деревянное здание для"
d111;1874 г.;1874;"69 больницею израсходовано 34 298 руб. 61 коп.; на уездные же больницы израсходовано: в Енисейске — 6271 руб. 42 коп.; Канске — 7 486 руб. 54 коп., Ачинске — 5 540 руб. 41 коп. и Минусинске — 5 586 руб. 161/2 коп. В красноярской Щеголевской богадельне, учрежденной в 1875 г., в течение отчетного года средним числом содержалось 60 чел. разного звания лиц бедных и престарелых; содержание их обошлось в 4 167 руб. 68 коп. Богадельня эта содержится на проценты с основного капитала всего 124 000 руб., пожертвованного Т. П. Щеголевой и И. С. Токаревой . В 1874 г. в Красноярске учреждено Синельниковское общество благотворителей и попечения сирот по уставу, утвержденному 24 мая 1875 г. министром внутренних дел. По уставу, утвержденному управляющим Министерством внутренних дел 7 июля 1884 г., открыто в г. Красноярске общество попечения о начальном образовании. В 1885 г. открыта городскою думою бесплатная лечебница для приходящих, помещающаяся с 1888 г. в собственном каменном доме, устроенном на пожертвованный почетным гражданином Л. П. Кузнецовым капитал. При лечебнице имеется Александровский хирургический барак. Заведения эти находятся в заведовании общества врачей. 12 февраля 1899 г. в г. Красноярске открыт общественный музей и библиотека, 14 января 1882 г. открыт при Красноярской городской управе ломбард по уставу, утвержденному г. министром внутренних дел 13 сентября 1898 г.; ломбард помещается в здании городской управы. В декабре 1898 г. открыта городскою думою общественная чайная, которая помещается на базарной площади. В г. Енисейске существует одна богадельня приблизительно на 25 чел., содержится на средства города; призреваются в ней престарелые мещане. В г. Ачинске на средства городского общества содержится богадельня и ночлежный дом; в первой призревалось до 15 чел. муж. и 10 жен., а во второй — правильной организации не имелось. В г. Канске для бедных престарелых жителей содержится на счет городских средств особый для их приюта дом. Сельских богаделен 14, именно: одна в Красноярском уезде в селе Кекурском Нахвальской волости, где отведено деревянное здание для"
d112;24 мая 1875 г.;1875-05-24;"69 больницею израсходовано 34 298 руб. 61 коп.; на уездные же больницы израсходовано: в Енисейске — 6271 руб. 42 коп.; Канске — 7 486 руб. 54 коп., Ачинске — 5 540 руб. 41 коп. и Минусинске — 5 586 руб. 161/2 коп. В красноярской Щеголевской богадельне, учрежденной в 1875 г., в течение отчетного года средним числом содержалось 60 чел. разного звания лиц бедных и престарелых; содержание их обошлось в 4 167 руб. 68 коп. Богадельня эта содержится на проценты с основного капитала всего 124 000 руб., пожертвованного Т. П. Щеголевой и И. С. Токаревой . В 1874 г. в Красноярске учреждено Синельниковское общество благотворителей и попечения сирот по уставу, утвержденному 24 мая 1875 г. министром внутренних дел. По уставу, утвержденному управляющим Министерством внутренних дел 7 июля 1884 г., открыто в г. Красноярске общество попечения о начальном образовании. В 1885 г. открыта городскою думою бесплатная лечебница для приходящих, помещающаяся с 1888 г. в собственном каменном доме, устроенном на пожертвованный почетным гражданином Л. П. Кузнецовым капитал. При лечебнице имеется Александровский хирургический барак. Заведения эти находятся в заведовании общества врачей. 12 февраля 1899 г. в г. Красноярске открыт общественный музей и библиотека, 14 января 1882 г. открыт при Красноярской городской управе ломбард по уставу, утвержденному г. министром внутренних дел 13 сентября 1898 г.; ломбард помещается в здании городской управы. В декабре 1898 г. открыта городскою думою общественная чайная, которая помещается на базарной площади. В г. Енисейске существует одна богадельня приблизительно на 25 чел., содержится на средства города; призреваются в ней престарелые мещане. В г. Ачинске на средства городского общества содержится богадельня и ночлежный дом; в первой призревалось до 15 чел. муж. и 10 жен., а во второй — правильной организации не имелось. В г. Канске для бедных престарелых жителей содержится на счет городских средств особый для их приюта дом. Сельских богаделен 14, именно: одна в Красноярском уезде в селе Кекурском Нахвальской волости, где отведено деревянное здание для"
d113;7 июля 1884 г.;1884-07-07;"69 больницею израсходовано 34 298 руб. 61 коп.; на уездные же больницы израсходовано: в Енисейске — 6271 руб. 42 коп.; Канске — 7 486 руб. 54 коп., Ачинске — 5 540 руб. 41 коп. и Минусинске — 5 586 руб. 161/2 коп. В красноярской Щеголевской богадельне, учрежденной в 1875 г., в течение отчетного года средним числом содержалось 60 чел. разного звания лиц бедных и престарелых; содержание их обошлось в 4 167 руб. 68 коп. Богадельня эта содержится на проценты с основного капитала всего 124 000 руб., пожертвованного Т. П. Щеголевой и И. С. Токаревой . В 1874 г. в Красноярске учреждено Синельниковское общество благотворителей и попечения сирот по уставу, утвержденному 24 мая 1875 г. министром внутренних дел. По уставу, утвержденному управляющим Министерством внутренних дел 7 июля 1884 г., открыто в г. Красноярске общество попечения о начальном образовании. В 1885 г. открыта городскою думою бесплатная лечебница для приходящих, помещающаяся с 1888 г. в собственном каменном доме, устроенном на пожертвованный почетным гражданином Л. П. Кузнецовым капитал. При лечебнице имеется Александровский хирургический барак. Заведения эти находятся в заведовании общества врачей. 12 февраля 1899 г. в г. Красноярске открыт общественный музей и библиотека, 14 января 1882 г. открыт при Красноярской городской управе ломбард по уставу, утвержденному г. министром внутренних дел 13 сентября 1898 г.; ломбард помещается в здании городской управы. В декабре 1898 г. открыта городскою думою общественная чайная, которая помещается на базарной площади. В г. Енисейске существует одна богадельня приблизительно на 25 чел., содержится на средства города; призреваются в ней престарелые мещане. В г. Ачинске на средства городского общества содержится богадельня и ночлежный дом; в первой призревалось до 15 чел. муж. и 10 жен., а во второй — правильной организации не имелось. В г. Канске для бедных престарелых жителей содержится на счет городских средств особый для их приюта дом. Сельских богаделен 14, именно: одна в Красноярском уезде в селе Кекурском Нахвальской волости, где отведено деревянное здание для"
d114;1885 г.;1885;"69 больницею израсходовано 34 298 руб. 61 коп.; на уездные же больницы израсходовано: в Енисейске — 6271 руб. 42 коп.; Канске — 7 486 руб. 54 коп., Ачинске — 5 540 руб. 41 коп. и Минусинске — 5 586 руб. 161/2 коп. В красноярской Щеголевской богадельне, учрежденной в 1875 г., в течение отчетного года средним числом содержалось 60 чел. разного звания лиц бедных и престарелых; содержание их обошлось в 4 167 руб. 68 коп. Богадельня эта содержится на проценты с основного капитала всего 124 000 руб., пожертвованного Т. П. Щеголевой и И. С. Токаревой . В 1874 г. в Красноярске учреждено Синельниковское общество благотворителей и попечения сирот по уставу, утвержденному 24 мая 1875 г. министром внутренних дел. По уставу, утвержденному управляющим Министерством внутренних дел 7 июля 1884 г., открыто в г. Красноярске общество попечения о начальном образовании. В 1885 г. открыта городскою думою бесплатная лечебница для приходящих, помещающаяся с 1888 г. в собственном каменном доме, устроенном на пожертвованный почетным гражданином Л. П. Кузнецовым капитал. При лечебнице имеется Александровский хирургический барак. Заведения эти находятся в заведовании общества врачей. 12 февраля 1899 г. в г. Красноярске открыт общественный музей и библиотека, 14 января 1882 г. открыт при Красноярской городской управе ломбард по уставу, утвержденному г. министром внутренних дел 13 сентября 1898 г.; ломбард помещается в здании городской управы. В декабре 1898 г. открыта городскою думою общественная чайная, которая помещается на базарной площади. В г. Енисейске существует одна богадельня приблизительно на 25 чел., содержится на средства города; призреваются в ней престарелые мещане. В г. Ачинске на средства городского общества содержится богадельня и ночлежный дом; в первой призревалось до 15 чел. муж. и 10 жен., а во второй — правильной организации не имелось. В г. Канске для бедных престарелых жителей содержится на счет городских средств особый для их приюта дом. Сельских богаделен 14, именно: одна в Красноярском уезде в селе Кекурском Нахвальской волости, где отведено деревянное здание для"
d115;1888 г.;1888;"69 больницею израсходовано 34 298 руб. 61 коп.; на уездные же больницы израсходовано: в Енисейске — 6271 руб. 42 коп.; Канске — 7 486 руб. 54 коп., Ачинске — 5 540 руб. 41 коп. и Минусинске — 5 586 руб. 161/2 коп. В красноярской Щеголевской богадельне, учрежденной в 1875 г., в течение отчетного года средним числом содержалось 60 чел. разного звания лиц бедных и престарелых; содержание их обошлось в 4 167 руб. 68 коп. Богадельня эта содержится на проценты с основного капитала всего 124 000 руб., пожертвованного Т. П. Щеголевой и И. С. Токаревой . В 1874 г. в Красноярске учреждено Синельниковское общество благотворителей и попечения сирот по уставу, утвержденному 24 мая 1875 г. министром внутренних дел. По уставу, утвержденному управляющим Министерством внутренних дел 7 июля 1884 г., открыто в г. Красноярске общество попечения о начальном образовании. В 1885 г. открыта городскою думою бесплатная лечебница для приходящих, помещающаяся с 1888 г. в собственном каменном доме, устроенном на пожертвованный почетным гражданином Л. П. Кузнецовым капитал. При лечебнице имеется Александровский хирургический барак. Заведения эти находятся в заведовании общества врачей. 12 февраля 1899 г. в г. Красноярске открыт общественный музей и библиотека, 14 января 1882 г. открыт при Красноярской городской управе ломбард по уставу, утвержденному г. министром внутренних дел 13 сентября 1898 г.; ломбард помещается в здании городской управы. В декабре 1898 г. открыта городскою думою общественная чайная, которая помещается на базарной площади. В г. Енисейске существует одна богадельня приблизительно на 25 чел., содержится на средства города; призреваются в ней престарелые мещане. В г. Ачинске на средства городского общества содержится богадельня и ночлежный дом; в первой призревалось до 15 чел. муж. и 10 жен., а во второй — правильной организации не имелось. В г. Канске для бедных престарелых жителей содержится на счет городских средств особый для их приюта дом. Сельских богаделен 14, именно: одна в Красноярском уезде в селе Кекурском Нахвальской волости, где отведено деревянное здание для"
d116;12 февраля 1899 г.;1899-02-12;"69 больницею израсходовано 34 298 руб. 61 коп.; на уездные же больницы израсходовано: в Енисейске — 6271 руб. 42 коп.; Канске — 7 486 руб. 54 коп., Ачинске — 5 540 руб. 41 коп. и Минусинске — 5 586 руб. 161/2 коп. В красноярской Щеголевской богадельне, учрежденной в 1875 г., в течение отчетного года средним числом содержалось 60 чел. разного звания лиц бедных и престарелых; содержание их обошлось в 4 167 руб. 68 коп. Богадельня эта содержится на проценты с основного капитала всего 124 000 руб., пожертвованного Т. П. Щеголевой и И. С. Токаревой . В 1874 г. в Красноярске учреждено Синельниковское общество благотворителей и попечения сирот по уставу, утвержденному 24 мая 1875 г. министром внутренних дел. По уставу, утвержденному управляющим Министерством внутренних дел 7 июля 1884 г., открыто в г. Красноярске общество попечения о начальном образовании. В 1885 г. открыта городскою думою бесплатная лечебница для приходящих, помещающаяся с 1888 г. в собственном каменном доме, устроенном на пожертвованный почетным гражданином Л. П. Кузнецовым капитал. При лечебнице имеется Александровский хирургический барак. Заведения эти находятся в заведовании общества врачей. 12 февраля 1899 г. в г. Красноярске открыт общественный музей и библиотека, 14 января 1882 г. открыт при Красноярской городской управе ломбард по уставу, утвержденному г. министром внутренних дел 13 сентября 1898 г.; ломбард помещается в здании городской управы. В декабре 1898 г. открыта городскою думою общественная чайная, которая помещается на базарной площади. В г. Енисейске существует одна богадельня приблизительно на 25 чел., содержится на средства города; призреваются в ней престарелые мещане. В г. Ачинске на средства городского общества содержится богадельня и ночлежный дом; в первой призревалось до 15 чел. муж. и 10 жен., а во второй — правильной организации не имелось. В г. Канске для бедных престарелых жителей содержится на счет городских средств особый для их приюта дом. Сельских богаделен 14, именно: одна в Красноярском уезде в селе Кекурском Нахвальской волости, где отведено деревянное здание для"
d117;14 января 1882 г.;1882-01-14;"69 больницею израсходовано 34 298 руб. 61 коп.; на уездные же больницы израсходовано: в Енисейске — 6271 руб. 42 коп.; Канске — 7 486 руб. 54 коп., Ачинске — 5 540 руб. 41 коп. и Минусинске — 5 586 руб. 161/2 коп. В красноярской Щеголевской богадельне, учрежденной в 1875 г., в течение отчетного года средним числом содержалось 60 чел. разного звания лиц бедных и престарелых; содержание их обошлось в 4 167 руб. 68 коп. Богадельня эта содержится на проценты с основного капитала всего 124 000 руб., пожертвованного Т. П. Щеголевой и И. С. Токаревой . В 1874 г. в Красноярске учреждено Синельниковское общество благотворителей и попечения сирот по уставу, утвержденному 24 мая 1875 г. министром внутренних дел. По уставу, утвержденному управляющим Министерством внутренних дел 7 июля 1884 г., открыто в г. Красноярске общество попечения о начальном образовании. В 1885 г. открыта городскою думою бесплатная лечебница для приходящих, помещающаяся с 1888 г. в собственном каменном доме, устроенном на пожертвованный почетным гражданином Л. П. Кузнецовым капитал. При лечебнице имеется Александровский хирургический барак. Заведения эти находятся в заведовании общества врачей. 12 февраля 1899 г. в г. Красноярске открыт общественный музей и библиотека, 14 января 1882 г. открыт при Красноярской городской управе ломбард по уставу, утвержденному г. министром внутренних дел 13 сентября 1898 г.; ломбард помещается в здании городской управы. В декабре 1898 г. открыта городскою думою общественная чайная, которая помещается на базарной площади. В г. Енисейске существует одна богадельня приблизительно на 25 чел., содержится на средства города; призреваются в ней престарелые мещане. В г. Ачинске на средства городского общества содержится богадельня и ночлежный дом; в первой призревалось до 15 чел. муж. и 10 жен., а во второй — правильной организации не имелось. В г. Канске для бедных престарелых жителей содержится на счет городских средств особый для их приюта дом. Сельских богаделен 14, именно: одна в Красноярском уезде в селе Кекурском Нахвальской волости, где отведено деревянное здание для"
