Наименование местности,Ссыльно-поселенцев муж.,Ссыльно-поселенцев жен.,Водворяемо-рабочих муж.,Водворяемо-рабочих жен.,Сосланных на житье муж.,Сосланных на житье жен.,Административно-сосланных муж.,Административно-сосланных жен.
По Красноярскому округу,12,4,-,-,-,-,-,-
Ачинскому,-,-,-,-,-,-,-,-
