"б) Освобождено отъ жеребья (ст. 62) какъ заявившихъ желаніе исполнить воинскую повинность въ качествѣ вольноопредѣляющихся",-,-,-,-,5
При осмотрѣ и пріемѣ для пополненія назначеннаго числа новобранцевъ:,,,,,,
"I. Признано совсѣмъ неспособными къ военной службѣ (ст. 182 п. 1)",,,,,,
а) Изъ внесенныхъ въ призывные списки:,,,,,,
1) христіанъ,-,-,-,-,259
2) евреевъ,-,-,-,-,1
3) магометанъ,-,-,-,-,-
б) Изъ числившихся по списку Б,-,-,-,-,49
"II. Признано годными къ зачисленію въ ратники ополченія 2-го разряда (ст. 176)",,,,,,
а) Изъ внесенныхъ въ призывные списки:,,,,,,
1) христіанъ,-,-,-,-,135
2) магометанъ,-,-,-,-,1
б) Изъ числившихся по списку Б,-,-,-,-,44
"III. Назначено отсрочекъ по невозмужалости для излѣченія болѣзней (ст. 47)",,,,,,
а) Изъ внесенныхъ въ призывные списки:,,,,,,
1) христіанъ,-,-,-,-,128
2) магометанъ,-,-,-,-,1
"4) На основаніи 1-го примѣч. къ ст. 60-й уст. о воин. повин.",-,-,-,-,9
б) Изъ числа числившихся по списку Б,-,-,-,-,50
"IV. Отсрочено вслѣдствіе нахожденія подъ слѣдствіемъ и судомъ (ст. 169)",-,-,-,-,5
"V. Отправлено на испытаніе (ст. 170)",-,-,-,-,137
"Назначено къ переосвидѣтельствованію (ст. 172):",,,,,,
а) изъ внесенныхъ въ призывные списки,-,-,-,3
б) изъ числа числившихся по списку Б,-,-,-,2
VI. Не явилось къ исполненію призыва:,,,,,,
1) христіанъ,-,-,-,-,97
2) евреевъ,-,-,-,-,3
3) магометанъ,-,-,-,-,2
Принято въ войска:,,,,,,
а) Изъ внесенныхъ въ призывные списки,-,-,-,966
"б) Изъ внесенныхъ въ дополнительный списокъ Б, поступленіе коихъ въ войска было отсрочено:",,,,,,
По истеченіи 1 отсрочки,-,-,-,35
"« 2 «",-,-,-,7
"« отсрочки, 60, 61, 63, 84 на основ. 1 прим. къ 60 ст. уст.",-,-,-,34
Всего принято,-,-,1042
Осталось въ недоборѣ: магометанъ,-,-,-,1
Въ числѣ принятыхъ заключается:,,,,,,
