НА МѢСТАХЪ ЖИТЕЛЕЙ ЕНИСЕЙСКОЙ ГУБЕРНІИ,,,,
Красноярскаго уѣзда,-,-,-,-
Енисейскаго,-,-,-,-
Канскаго,-,-,-,-
Ачинскаго,-,-,-,-
Минусинскаго,-,-,-,-
Усинскаго пограничнаго округа,-,-,-,-
И т о г о,,,,
