"7) татаръ",-,-,-,-,3
"8) цыганъ",-,-,-,-,1
"и) по вѣроисповѣданію:",,,,
"1) православныхъ",-,-,-,-,992
"2) раскольниковъ",-,-,-,-,31
"3) прочихъ христіанъ",-,-,-,-,10
"4) евреевъ",-,-,-,-,5
"5) караимовъ",-,-,-,-,2
"6) магометанъ",-,-,-,-,2
"Изъ числа принятыхъ новобранцевъ:",,,,
"а) отправлено съ мѣста призыва въ лѣчебныя заведенія (ст. 23 наставл. присутствіямъ)",-,-,-,9
"б) отправлено съ мѣста призыва по назначенію въ войска",-,-,-,6
"в) распущено по домамъ на основ. 177 ст. уст.",-,-,-,1023
"Итого",-,-,1038
"За пополненіемъ контингента при освидѣтельствованіи (ст. 176 уст.) прочихъ призывавшихся лицъ:",,,,
"I. Зачислено въ ратники ополченія 1-го разряда:",,,,
"1) христіанъ",-,-,-,-,890
"2) евреевъ",-,-,-,-,13
"3) магометанъ",-,-,-,-,2
"II. Зачислено въ ратники ополченія 2-го разряда:",,,,
"1) христіанъ",-,-,-,-,1089
"2) евреевъ",-,-,-,-,14
"3) магометанъ",-,-,-,-,7
"III. Признано совсѣмъ неспособными:",,,,
"1) христіанъ",-,-,-,-,93
"2) евреевъ",-,-,-,-,3
"Не явилось къ освидѣтельствованію:",,,,
"1) христіанъ",-,-,-,-,66
"2) евреевъ",-,-,-,-,2
"3) магометанъ",-,-,-,-,3
"Итого",-,-,2181
"II. О дѣйствіяхъ присутствій по воинской повинности въ теченіе отчетнаго года:",,,,
"Принято на службу на основаніи 173 ст. уст.:",,,,
"а) подлежащихъ переосвидѣтельствованію",-,-,3
"б) находившихся въ лѣчебныхъ заведеніяхъ на испытаніи",-,-,47
"в) неявившихся по призыву",-,-,21
