5-й,4,-,-
6-й,-,3,-
Въ продолженіе лѣтнихъ работъ:,Заболѣло,Выздор.,Умерло
1-й системы,917,874,9
2-й,1987,1888,63
3-й,19,19,-
4-й,1010,} неизвѣстно,-
5-й,3082,} неизвѣстно,-
6-й,456,448,4
Случаевъ скоропостижной и неестественной смерти было:,,,
1-й системы,,,12
2-й,,,3
3-й,,,-
4-й,,, } 15
5-й,,, } 15
6-й,,,-
Для осеннихъ и зимнихъ работъ осталось служащихъ и рабочихъ:,,,Число
1-й системы,,,-
2-й,,,-
3-й,,,-
4-й,,,165
5-й,,,476
6-й,,,46
