"ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ"
"О продаже этих весов и гирь сообщено Губернским правлением Енисейской казенной палаты 13 января 1864 г. за № 93."
"За неполучением от Енисейского губернского суда сведений, просимых отношением Губернского правления от 30 ноября 1863 г. за № 7937."
"За неполучением от Туруханского отдельного управления, Канской полицейской управы и Виленской градской полиции надлежащих сведений, затребованных указами Губернского правления от 16 октября 1863 г. за № 4363, 4364 и 4366."
