ЗА ЧЕМ ОСТАЮТСЯ В НЕРЕШЕНИИ
"За неполучением от Минусинского окружного суда исполнительного донесения, на предписание Первого отделения губернского правления от 18 декабря 1863 г. за № 5549, о скорейшем исполнении которого подтверждено 21 января сего года за № 273."
"За неполучением уведомления от Второго отделения Тобольского губернского правления на отношение Первого отделения такова же донесенного от 13 декабря 1863 г., о последствиях розысков Омского мещанина Дмитрия Четверикова, о скорейшем выполнении которого повторено 21 января сего года за № 259."
"За недовзысканием с крестьянина Новоселова в пользу поселенки Токаренковой остальных денег 20 руб. сер., о скорейшем взыскании коих Первым отделением Губернского правления предписано Ирбитскому окружному управлению 21 января сего года за № 287."
