ЗА ЧЕМ ОСТАЮТСЯ В НЕРЕШЕНИИ
"За недостижением наследниками совершеннолетия"
"Дело по опеке иждивенцев канцелярского служителя Бурундукова Иннокентия остается в нерешении по недостижению наследниками полного совершеннолетия; а над мещанскою дочерью Параскевою Страшниковою опека открыта по глухонемоте ее, согласно указу Правительствующего сената г. Енисейскому гражданскому губернатору, от 26 февраля 1859 г. за № 609."
"За недостижением наследниками совершеннолетия"
"Дом в г. Минусинске купчихи Лабунцовой взят в опеку по неплатежу денег Барковской конторе государственного коммерческого банка, согласно отношению ей последней от 30 июня 1857 г. и 11 декабря 1858 г. за № 1728 и 7, о продаже этого дома сделано надлежащее распоряжение, и он еще не продан и занесен собственно нерешенным делом."
