ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"За невзысканием с поручителей по подрядчикам в казну денег, по отзыву которых несдаче ими по подрядчикам одобрения об одних производится удостоверение заседателем 4-го участка Красноярского округа, в скорейшем производстве (...) и взыскании денег, преданных Красноярскому земскому суду 7 января 1858 г. за № 19, 19 сентября и 31 октября 1861 г. за № 2887 и 3633, 12 марта и 19 декабря 1862 г. за № 783 и 1981, которому подтверждено 8 апреля 1863 г., 23 мая, 30 июля, 14 августа и 6 ноября за № 1147, 1802, 3419 и 4545, и о понуждении Земский Суд представлено начальнику Губернии 6 ноября 1863 за № 4548 и за недоставлением сведения Минусинским земским судом на предписание Губернского правления от 15 декабря 1863 г. за № 5041."
"За невыполнением Ярославским уездным судом указа Губернского правления от 23 февраля 1863 г. за № 793, относительно взыскания денег с лиц, поручившихся за чиновника Ермакова, о скорейшем вычитании коего повторено уездному суду 19 августа, 30 июля и (***) 22 ноября за № 1325, 2961 и 4759, и в этом сообщено в Ярославское губернское правление 30 июня за № 2962 и 22 ноября за № 4758."
