ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"За неполучением от Виленской градской полиции надлежащаго сведения, затребованного 30 декабря 1863 г. за № 5287."
"За неполучением от Туруханского отдельного управления сведения, затребованного 9 января 1864 г. за № 48."
"За неразрешением г. начальником Енисейской губернии представления Губернского Правления от 10 января 1864 г. за № 77."
