"ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ"
"За неразрешением представления г. начальника Енисейской губернии Главным управлением Восточной Сибири по представлениям Губернского правления от 19 мая и 14 июня 1861 г. за № 1630 и 1859."
"За неполучением от Туруханского отдельного управления сведений, затребованных указом Губернского правления от 21 февраля 1863 г. от № 746, о скорейшем доставлении которых отдельному управлению подтверждено 22 апреля, 5 августа и 16 ноября того же года за № 1375, 3022 и 4682."
"За неполучением от Енисейского окружного начальника сведений, затребованных указом Губернского правления от 28 августа 1863 г. за № 3599, о скорейшем доставлении которых окружному начальнику подтверждено 24 сентября и 16 ноября того же года за № 4065 и 4690."
