ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"За неполучением от енисейского окружного начальника надлежащих сведений, затребованных 24 декабря 1863 г. за № 5264."
"За неполучением от Туруханского отдельного управления сведений, затребованных указом Губернского правления от 30 июня 1863 г. за № 2662, о скорейшем доставлении которых подтверждено отдельному управлению 12 ноября того же года за № 5866."
