ЗА ЧЕМ ОСТАЮТСЯ В НЕРЕШЕНИИ
"За нарушением и невыдачею денег 40 руб. 20 1/2 коп. капитану Аверьянову, по неизвестности мест пребывания его, о чем не получено удовлетворительного уведомления от Екатеринославского губернского правления, на отношение от 1 июля 1863 г. за № 2475, о скорейшем выполнении коего в третий раз повторено 21 января сего года за № 260."
"За неполучением сведений от Иркутской казенной палаты, Томского губернского правления ачинской полицейской управы, на требование здешнего Губернского правления от 13 июня 1863 г., о скорейшем доставлении к их им в третий раз подтверждено 7 января сего года за № 11, 12 и 13 и ходатайство в этом деле представлено г. начальнику Енисейской губернии 7 же января за № 10."
"За неполучением от Красноярского окружного суда исполнительного донесения, на предписание Первого отделения Губернского правления от 18 декабря 1863 г. за № 5520, о скорейшем доставлении которого подтверждено 13 января сего года за № 121."
