ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
За недостижением наследниками совершеннолетия
"За неполучением сведений, затребованных 24 декабря 1863 г. за № 6604 и 6605, от горных ревизора и исправника промыслов Ачинского и Минусинского округов."
