"ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ"
"За неполучением от Туруханского отдельного управления сведений, затребованных указом от 21 июня 1863 г. за № 2539, о скорейшем доставлении которых подтверждено отдельному управлению 13 августа и 16 ноября того же года за № 3410 и 4698."
"За неполучением от енисейского окружного начальника надлежащих сведений, затребованных указом Губернского правления от 22 августа 1863 г. за № 3604, о скорейшем доставлении которого подтверждено окружному начальнику 16 ноября и 30 декабря того же года за № 4691, 5104 и 5288."
"За неполучением от Красноярской общей городовой управы сведений, затребованных указом Губернского правления от 21 апреля 1863 г. № 1563, о скорейшем доставлении которых подтверждено управе 17 мая, 30 июня, 5 августа, 24 сентября и 15 ноября того же года за № 1757, 2688, 3013 и 4649."
