ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"За неполучением от енисейского окружного начальника сведений, затребованных от 16 ноября 1863 г. за № 4692, о скорейшем доставлении коих вновь подтверждено ему от 9 января 1864 г. за № 36."
"За неполучением от г. исправляющего должность советника Губернского правления Гоголева исторического обозрения о движении хлебного капитала по Туруханскому краю, требуемого Главным управлением Восточной Сибири и за недополнением енисейским окружным начальником, отосланного к нему при указе Губернского Правления, от 11 июля 1862 г. за № 2771 дела об отношениях инородческих земель под частные золотые промысла, о скорейшем дополнении которого подтверждено ему окружному начальнику 9 января 1864 года за № 52."
