НАЗВАНИЕ ГОРОДОВ,Домов: Казенных к.,Домов: Казенных д.,Домов: Частных к.,Домов: Частных д.,Торговых лавок к.,Торговых лавок д.,ДРУГИХ ЗДАНИЙ
,,,,,,,"Театр деревянный – 1
Толчеи для дуба – 3
Мельниц деревянных – 3
Магазинов
провиантских – 2
соляный – 1
хлебный – 1
винных – 2
Соляная лавочка деревянная – 1
Мясной ряд деревянный – 1
Гостиных дворов
каменный – 1
деревянный – 1
Училищ каменных – 2
Острог
каменный – 1
деревянный – 1
Пороховой погреб каменный – 1
Больниц
каменная – 1
деревянная – 1
Дом умалишенных каменный – 1
Анатомический театр деревянный – 1
Военная сборная деревянная – 2
Кузниц
каменная – 1
деревянная – 1
Питейных домов деревянных – 12
Итого
каменных – 24
деревянных – 131
Всего – 155"
Енисейске,7,11,20,1035,11,163,"Церквей православных каменных – 4
Часовен каменных – 2
Монастырей каменных – 2
Еврейская молитвенная школа – 1
Домов церковных:
каменных – 2
деревянных – 1
Домов общественных:
каменных – 2
деревянных – 9"
