"Звание городов и селений, где находятся фабрики и заводы","Какие фабрики и заводы и сколько","На какую сумму выделывается товару","Куда сбыт производится"
Абаканской волости,,,Внутри округа
"в д. Байкаловой",Кожевенный – 1,600 р.,
Бирской,Кирпичный – 1,300 р.,
Куртуковой,Кожевенных – 2,300 р.,
Бородиной,Кожевенный – 1,130 р.,
"Тесинской волости в 40 верстах от Каратузского",Кожевенный – 1,Работы не производятся,
Итого,Всех фабрик и заводов – 140,559971 р. 18к.,
