ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"За невзысканием денег с чиновника Лисавина, о взыскании которых предписано Губернским правлением Красноярской общей городовой управы 25 апреля 1863 г. за № 1434, которой повторено 14 июня, 31 июля, 31 августа и 6 ноября за № 2396, 2963, 3772 и 4543, и о понуждении управу и наложений меры взыскания представлено г. начальнику Енисейской губернии 6 ноября и 24 декабря за № 4544 и 5262."
"За невзысканием разными присутсвенными местами с разных лиц денег по указам сего правления от 31 марта 1859 г., о скорейшем взыскании каковых подтверждено тем местам в последний раз 10 декабря 1863 г."
"За невзысканием разными присутсвенными местами с разных лиц денег, о чем тем местам было писано 21 июля 1860 г., о скорейшем исполнении чего подтверждено в последний раз 31 декабря 1863 г."
