"ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ"
"За неполучением от Енисейского окружного начальника сведений, затребованных указом Губернского правления от 30 апреля 1863 г. № 1483, о скорейшем доставлении которых подтверждено окружному начальнику 5 и 24 августа, 15 и 16 ноября того же года за № 3014, 3671, 4648 и 5105."
"За неполучением от енисейского окружного начальника сведений, затребованных указом Губернского правления от 31 мая 1863 г. № 2090, о скорейшем доставлении которых подтверждено окружному начальнику 30 июня, 31 августа 1863 г. и 9 января 1864 г. за № 2659, 3764 и 49."
"За неполучением от енисейского окружного начальника сведений, затребованных указом Губернского правления от 21 июня 1863 г. за № 2549, о скорейшем доставлении подтверждено окружному начальнику 7 августа 1863 г. за № 3040 и 11 января 1864 г. за № 90."
