ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"За неполучением уведомления от Провиантского департамента Военного министерства, на отношение Губернского правления, от 10 декабря 1863 г. за № 5355."
"За неполучением исполнительного донесения от Ачинской полицейской управы, на предписание Первого отделения губернского правления, от 13 декабря 1863 г. за № 5439, о скорейшем исполнении которого подтверждено 21 января сего года за № 242."
