ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"За неполучением от Туруханского отдельного управления необходимых сведений, затребованных указом Губернского правления от 31 июля 1863 г. за № 3409, о скорейшем доставлении коих отдельному управлению подтверждено 29 октября 1863 г. за № 4480."
"За неполучением от Туруханского отдельного управления сведений, затребованных указом от 10 апреля 1863 г. за № 1374, о скорейшем доставлении которых отдельному управлению подтверждено 26 июля, 11 сентября и 17 декабря 1863 г. за № 2931, 3850 и 5138."
"За неполучением от Енисейского земского суда сведений, затребованных от 20 сентября 1863 г. за № 4199, о скорейшем доставлении которых подтверждено суду от 10 января 1864 г. за № 58."
