ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"За неполучением от Енисейского земского суда и командующего Енисейским Казачьим конным полком сведений, затребованных 11 января 1863 г. за № 56 и 58."
"За неполучением от Минусинского окружного начальника надлежащих сведений, затребованных указом Губернского правления от 30 июня 1863 г. За № 2683, о скорейшем доставлении которых подтверждено окружному начальнику 24 сентября, 9 ноября того же года за № 4072 и 4599."
"За неполучением от енисейского окружного начальника сведений, затребованных указом от 22 августа 1863 г. за № 3600, о скорейшем доставлении которых подтверждено окружному начальнику 29 октября, 16 ноября 1863 г. и до января 1864 г. за № 3482, 4689 и 55."
