ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"По настоящему делу приготовляется в Губернском правлении доклад, по которому имеет быть в скором времени представлено г. начальнику губернии."
"За неполучением от командира линейного 5-го Батальона Восточной Сибири сведения, затребованного 15 января 1862 г. за № 114, о скорейшем доставлении которого подтверждено командиром 30 мая, 5 августа того же года и 11 января 1864 г. за № 1965, 3018 и 91."
"За неполучением от ачинских полицейской управы, городовой ратуши и земского суда надлежащих по сему делу сведений, затребованных 16 октября, 16 ноября и 31 декабря 1863 г. за № 4323, 4700 и 5336."
"За неразрешением г. начальником Енисейской губернии представления Губернского правления от 30 апреля 1862 г. за № 1355."
