ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"От 27 мая 1863 г. за № 1885, о скорейшем доставлении которых подтверждено ему 29 июня, 19 августа, 24 сентября и 20 ноября 1863 г. за № 2870, 3550, 7059 и 4744, причем в последнем подтверждении сделано окружному начальнику замечание за медленность в доставлении требуемых от него сведений."
"За невыдачею прикосновенным к этому делу лицам денег, удержанных по распоряжению высшего начальства."
"За неполучением от Енисейского земского суда сведений, затребованных от 16 октября 1863 г. за № 4384, о скорейшем доставлении которых земскому суду подтверждено 18 декабря того же года за № 5152 и 16 января 1864 г. за № 183."
