ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"За неполучением исполнительного донесения от Канского окружного суда на указ от 6 июня 1863 г. за № 3026, по договорам данный 21 октября за № 5649, а в окружном суде как видно из рапортов его, за недобранием сведений, затребованных чрез Самарскую городскую полицию и горных исправников."
"За неразрешением г. министром финансов представлений г. председательствовавшего в Совете главного управления Восточной Сибири от 22 мая 1863 г. за № 887."
