ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ
"За недоставлением Ачинскою полицейскою управою сведений, затребованных предписанием Губернского Правления от 31 октября 1863 г. за № 5963."
"За недоставлением Томским губернским правлением сведений, затребованных отношением Енисейского губернского правления от 24 сентября 1862 г. за № 4899, о скорейшем доставлении которого повторено 14 марта, 22 июня и 7 августа 1863 г. за № 1402, 3314 и 4075, о содействии в этом деле представлено начальнику Енисейской губернии от Губернского правления 22 июля за № 3313 и от председателя 24 октября за № 5789 и 8 ноября за № 6039."
"За недоставлением Енисейскою общею городовой управою сведений, затребованных указом Губернского правления от 22 марта 1862 г. за № 4316, относительно взыскания управою требования енисейского окружного начальника от 28 марта за № 379. О скорейшем доставлении положенных сведений подтверждено Управою 31 октября за № 5654 и 31 января 1863 г. за № 578. По получении же от Управы сведений, что дело это и указ Губернского правления за № 4316 утеряны, в производстве есть следствие, представлено начальнику губернии 7 декабря 1863 г. за № 6377."
"За недоставлением Минусинским земским судом сведений, затребованных указом Губернского правления от 14 августа 1863 г. за № 4236. О скорейшем повторном доставлении подтверждено Суду 27 ноября за № 6263."
