НАЗВАНИЕ ГОРОДОВ,Домов: Казенных к.,Домов: Казенных д.,Домов: Частных к.,Домов: Частных д.,Торговых лавок к.,Торговых лавок д.,ДРУГИХ ЗДАНИЙ
,,,,,,,"Богадельня каменная – 1
Кладовая окружного казначейства каменная – 1
Заводов и фабрик деревянных
кожевенных – 2
мыловаренных – 2
канатных – 4
кирпичных – 10
Театр деревянный – 1
Магазинов
провиантный – 1
соляный – 1
винный – 1
Гостиный двор каменный – 1
Мясной ряд деревянный – 1
Училищ
каменное – 1
деревянное – 1
Острог деревянный – 1
Пороховой погреб деревянный – 1
Военная сборная деревянная – 1
Кузниц
каменная – 1
деревянная – 1
Будок деревянных – 8
Питейных домов деревянных – 9
Итого
каменных – 28
деревянных – 98
Всего – 126"
В Ачинске,–,8,–,566,–,75,"Церквей православных
каменных – 2
деревянных – 2
Еврейская молитвенная школа – 1
Домов общественных деревянных – 1
Богадельня деревянная – 1
Кладовая окружного казначейства каменная – 1
Заводов кирпичных деревянных – 1
Мельниц
водяных – 3
ветряная – 1"
