"ЗА ЧЕМ ОСТАЮТСЯ НЕРЕШЕННЫМИ"
"За неполучением от г. исправляющего должность советника Губернского правления Гоголева сведений, затребованных от 6 октября 1862 г. за № 3000."
"За неполучением от Туруханского отдельного управления сведений, затребованных указом Губернского правления 30 мая 1863 г. за № 1974, о скорейшем доставлении которых подтверждено отдельному управлению 17 декабря того же года за № 5146."
"За неполучением от енисейского окружного начальника надлежащих сведений, затребованных указом Губернского правления от 26 марта 1863 г. за № 1107, о скорейшем доставлении которых окружному начальнику подтверждено 10 мая, 7 и 24 августа того же года за № 1616, 3035 и 3663."
