За чем остаются нерешенными
"из рапорта его от 29 декабря за № 12135 взыскание по настоящее время с поручителей по Харинову 460 руб. и описано у них имущества на 2 300 руб., и затем производится опись имущества прочих поручителей. Кроме сего, по настоящему делу не получено исполнительных донесений от полицейских управлений Ачинского и Минусинского и Ачинского окружного казначейства на указы от 14 июля, 12 октября и 11 декабря 1867 г. за №№ 2517, 2431 и 5132 и уведомлений от интендантского управления Томского губернского правления и Енисейской казенной палаты на отношения от 30 мая, 12 октября и 11 декабря за №№ 2230, 4230 и 5133 о скорейшем исполнении каковых повторено сим местам 13 января за №№ 117, 118, 119, 121 и 122. В настоящее же время именно указом от 9 января за № 45 Губернское правление обязало Ачинское окружное полицейское управление доносить Губернскому правлению чрез каждые две недели об успешном окончании дела по настоящему предмету."
"Дело это остается нерешенным по тем же причинам, которые объяснены в ведомости за 1866 г., т. е. по случаю встретившихся препятствий в продаже недвижимого имущества чиновника Фон Эзерского, каковые подробно изложены в упомянутой ведомости за 1866 г., и за неокончанием законного вычета производимого из получаемого им жалованья, а кроме сего за неокончанием узаконенного вычета из пенсиона титулярной советницы Афанасьевой, а также за невзысканием со вдовы надворной советницы Поповой 138 руб. и за невзысканием с наследников умершего чиновника Путвинского 36 руб., а потому о понуждении Тобольское губернское правление и Гродненской городской полиции к скорейшему взысканию денег с ************** лиц. Губернское правление"
