За чем остаются нерешенными
"Дело это до 1867 г. оставалось в нерешенных по причинам, объясненным в ведомости за 1866 г., представленной к г. начальнику губернии 24 января 1867 г. за № 316. Затем в 1867 г. к скорейшему окончанию настоящего дела со стороны Губернского правления были приняты следующие меры: 1) Ачинскому земскому суду, на обязанность которого возложено взыскание с неисправных подрядчиков Харинова и Ростовцова, поручителей по них, следующих в казну и в интендантское управление Восточно-Сибирского военного округа денег, в количестве 10 718 руб. 49¼ коп., посланы были Губернским правлением указы и предписания от 10 января, 22 марта, 14 июня, 8 и 28 августа, 12 сентября, 10 ноября и 11 декабря за №№ 75, 1299, 2517, 3242, 3538, 4232, 4724 и 5129. 2) О наблюдении за правильным и немедленным производством со стороны земского суда дела по взысканию означенных денег предписано Губернским правлением Ачинским земскому (а ныне окружному) исправнику от 8 января за № 3241, 10 ноября за № 4722 и 11 декабря за № 5131 и окружному стряпчему 22 марта за № 1300, 8 августа за № 3240, 10 ноября за № 4723 и 11 декабря за № 5130. 3) Так как за всеми принятыми со стороны Губернского правления мерами действия земского суда оказались весьма медленными и неудовлетворительными, то правление сие о побуждении этот суд к окончанию дела входило с представлением к г. енисейскому губернатору 13 и 30 января, 3 февраля, 28 марта, 11 декабря и 4 января 1868 г. за №№ 128, 375, 908, 1371, 5 134 и 9, и вследствие таких настояний земским судом, как видно"
